FED,Mode,day,zthour,Binary_Pellets
FED016,empty,-3,16,27.0
FED016,empty,-3,17,20.0
FED016,empty,-3,18,21.0
FED016,empty,-3,19,20.0
FED016,empty,-3,20,5.0
FED016,empty,-3,21,8.0
FED016,empty,-3,22,8.0
FED016,empty,-3,23,12.0
FED016,empty,-2,0,7.0
FED016,empty,-2,1,2.0
FED016,empty,-2,2,8.0
FED016,empty,-2,3,4.0
FED016,empty,-2,4,6.0
FED016,empty,-2,5,5.0
FED016,empty,-2,6,1.0
FED016,empty,-2,7,5.0
FED016,empty,-2,8,6.0
FED016,empty,-2,9,8.0
FED016,empty,-2,10,15.0
FED016,empty,-2,11,5.0
FED016,empty,-2,12,5.0
FED016,empty,-2,13,10.0
FED016,empty,-2,14,15.0
FED016,empty,-2,15,21.0
FED016,empty,-2,16,16.0
FED016,empty,-2,17,25.0
FED016,empty,-2,18,8.0
FED016,empty,-2,19,15.0
FED016,empty,-2,21,8.0
FED016,empty,-2,22,18.0
FED003,social,0,4,1.0
FED003,social,0,5,17.0
FED003,social,0,6,11.0
FED003,social,0,7,5.0
FED003,social,0,8,8.0
FED003,social,0,9,16.0
FED003,social,0,10,20.0
FED003,social,0,11,9.0
FED003,social,0,12,17.0
FED003,social,0,13,17.0
FED003,social,0,14,13.0
FED003,social,0,15,10.0
FED003,social,0,16,12.0
FED003,social,0,17,4.0
FED003,social,0,18,13.0
FED003,social,0,19,3.0
FED003,social,0,20,3.0
FED003,social,0,21,8.0
FED003,social,0,22,10.0
FED003,social,0,23,6.0
FED003,social,1,0,6.0
FED003,social,1,1,6.0
FED003,social,1,2,4.0
FED003,social,1,3,8.0
FED003,social,1,4,6.0
FED003,social,1,5,6.0
FED003,social,1,6,6.0
FED003,social,1,7,3.0
FED003,social,1,8,8.0
FED003,social,1,9,13.0
FED003,social,1,10,18.0
FED003,social,1,11,28.0
FED003,social,1,12,14.0
FED003,social,1,13,21.0
FED003,social,1,14,12.0
FED003,social,1,15,7.0
FED003,social,1,16,3.0
FED003,social,1,17,12.0
FED003,social,1,18,13.0
FED003,social,1,19,8.0
FED003,social,1,20,1.0
FED003,social,1,21,12.0
FED003,social,1,22,10.0
FED003,social,2,0,14.0
FED003,social,2,2,6.0
FED003,social,2,3,6.0
FED003,social,2,4,4.0
FED003,social,2,5,7.0
FED003,social,2,6,6.0
FED003,social,2,7,9.0
FED003,social,2,8,1.0
FED003,social,2,9,9.0
FED003,social,2,10,16.0
FED003,social,2,11,12.0
FED003,social,2,12,13.0
FED003,social,2,13,8.0
FED003,social,2,14,17.0
FED003,social,2,15,3.0
FED003,social,2,16,13.0
FED003,social,2,17,10.0
FED003,social,2,18,3.0
FED003,social,2,19,7.0
FED003,social,2,20,4.0
FED003,social,2,21,15.0
FED003,social,2,22,5.0
FED003,social,3,3,7.0
FED003,social,3,6,5.0
FED003,social,3,8,7.0
FED003,social,3,9,10.0
FED003,social,3,10,14.0
FED003,social,3,11,15.0
FED003,social,3,12,15.0
FED003,social,3,13,14.0
FED003,social,3,14,7.0
FED003,social,3,15,6.0
FED003,social,3,16,18.0
FED003,social,3,17,11.0
FED003,social,3,18,11.0
FED003,social,3,19,8.0
FED003,social,3,20,5.0
FED003,social,3,21,10.0
FED003,social,3,22,1.0
FED003,social,3,23,10.0
FED003,social,4,0,1.0
FED003,social,4,1,5.0
FED003,social,4,12,15.0
FED003,social,4,13,18.0
FED003,social,4,14,7.0
FED003,social,4,15,3.0
FED003,social,4,16,12.0
FED003,social,4,17,5.0
FED003,social,4,18,6.0
FED003,social,4,19,9.0
FED003,social,4,20,7.0
FED003,social,4,21,3.0
FED003,social,4,22,9.0
FED003,social,4,23,2.0
FED003,social,5,0,7.0
FED003,social,5,1,7.0
FED003,social,5,2,7.0
FED003,social,5,3,6.0
FED003,social,5,4,5.0
FED003,social,5,5,5.0
FED003,social,5,6,2.0
FED003,social,5,7,5.0
FED003,social,5,8,4.0
FED003,social,5,9,4.0
FED003,social,5,10,7.0
FED003,social,5,11,10.0
FED003,social,5,12,11.0
FED003,social,5,13,8.0
FED003,social,5,14,10.0
FED003,social,5,15,10.0
FED003,social,5,16,12.0
FED003,social,5,17,3.0
FED003,social,5,18,10.0
FED003,social,5,19,4.0
FED003,social,5,20,4.0
FED003,social,5,21,8.0
FED003,social,5,22,5.0
FED003,social,5,23,9.0
FED003,social,6,1,7.0
FED003,social,6,2,1.0
FED003,social,6,3,4.0
FED003,social,6,5,2.0
FED003,social,6,6,8.0
FED003,social,6,8,4.0
FED003,social,6,9,8.0
FED003,social,6,10,15.0
FED003,social,6,11,15.0
FED003,social,6,12,3.0
FED003,social,6,13,6.0
FED003,social,6,14,8.0
FED003,social,6,15,8.0
FED003,social,6,16,10.0
FED003,social,6,17,2.0
FED003,social,6,18,6.0
FED003,social,6,19,2.0
FED003,social,6,20,7.0
FED003,social,6,21,5.0
FED003,social,6,22,8.0
FED003,social,6,23,5.0
FED003,social,7,0,1.0
FED003,social,7,1,7.0
FED003,social,7,2,1.0
FED003,social,7,3,9.0
FED003,social,7,7,5.0
FED003,social,7,8,1.0
FED003,social,7,9,8.0
FED003,social,7,10,10.0
FED003,social,7,11,10.0
FED003,social,7,12,12.0
FED003,social,7,13,12.0
FED003,social,7,14,3.0
FED003,social,7,15,15.0
FED003,social,7,16,3.0
FED003,social,7,17,9.0
FED003,social,7,18,5.0
FED003,social,7,19,5.0
FED003,social,7,20,6.0
FED003,social,7,21,2.0
FED003,social,7,22,7.0
FED003,social,7,23,8.0
FED004,social,0,0,1.0
FED004,social,0,1,4.0
FED004,social,0,2,1.0
FED004,social,0,3,5.0
FED004,social,0,4,1.0
FED004,social,0,5,1.0
FED004,social,0,6,6.0
FED004,social,0,7,11.0
FED004,social,0,8,9.0
FED004,social,0,10,4.0
FED004,social,0,11,8.0
FED004,social,0,13,14.0
FED004,social,0,14,9.0
FED004,social,0,15,15.0
FED004,social,0,16,18.0
FED004,social,0,17,14.0
FED004,social,0,18,9.0
FED004,social,0,19,8.0
FED004,social,0,20,15.0
FED004,social,0,21,13.0
FED004,social,0,22,11.0
FED004,social,0,23,4.0
FED004,social,1,0,7.0
FED004,social,1,2,13.0
FED004,social,1,4,2.0
FED004,social,1,5,8.0
FED004,social,1,6,7.0
FED004,social,1,7,1.0
FED004,social,1,9,9.0
FED004,social,1,10,18.0
FED004,social,1,12,15.0
FED004,social,1,13,14.0
FED004,social,1,14,12.0
FED004,social,1,15,6.0
FED004,social,1,16,11.0
FED004,social,1,17,18.0
FED004,social,1,18,3.0
FED004,social,1,19,13.0
FED004,social,1,20,6.0
FED004,social,1,21,5.0
FED004,social,1,22,14.0
FED004,social,2,0,8.0
FED004,social,2,1,5.0
FED004,social,2,2,6.0
FED004,social,2,3,7.0
FED004,social,2,5,6.0
FED004,social,2,7,6.0
FED004,social,2,8,10.0
FED004,social,2,10,6.0
FED004,social,2,11,12.0
FED004,social,2,12,16.0
FED004,social,2,13,7.0
FED004,social,2,14,13.0
FED004,social,2,15,11.0
FED004,social,2,16,22.0
FED004,social,2,17,9.0
FED004,social,2,18,16.0
FED004,social,2,20,4.0
FED004,social,2,21,7.0
FED004,social,2,22,15.0
FED004,social,3,0,5.0
FED004,social,3,2,6.0
FED004,social,3,3,2.0
FED004,social,3,5,7.0
FED004,social,3,7,14.0
FED004,social,3,9,8.0
FED004,social,3,11,4.0
FED004,social,3,12,12.0
FED004,social,3,13,13.0
FED004,social,3,14,6.0
FED004,social,3,15,13.0
FED004,social,3,16,13.0
FED004,social,3,17,9.0
FED004,social,3,18,12.0
FED004,social,3,19,10.0
FED004,social,3,20,6.0
FED004,social,3,21,4.0
FED004,social,3,23,5.0
FED004,social,4,0,6.0
FED004,social,4,2,6.0
FED004,social,4,3,4.0
FED004,social,4,4,6.0
FED004,social,4,6,5.0
FED004,social,4,7,6.0
FED004,social,4,8,9.0
FED004,social,4,9,5.0
FED004,social,4,10,3.0
FED004,social,4,11,11.0
FED004,social,4,12,8.0
FED004,social,4,13,12.0
FED004,social,4,14,6.0
FED004,social,4,15,8.0
FED004,social,4,16,16.0
FED004,social,4,17,8.0
FED004,social,4,18,10.0
FED004,social,4,19,11.0
FED004,social,4,20,15.0
FED004,social,4,21,8.0
FED004,social,4,22,8.0
FED004,social,4,23,8.0
FED004,social,5,2,8.0
FED004,social,5,5,6.0
FED004,social,5,6,6.0
FED004,social,5,8,11.0
FED004,social,5,9,7.0
FED004,social,5,10,6.0
FED004,social,5,11,14.0
FED004,social,5,12,8.0
FED004,social,5,13,18.0
FED004,social,5,14,8.0
FED004,social,5,16,12.0
FED004,social,5,17,17.0
FED004,social,5,19,16.0
FED004,social,5,20,12.0
FED004,social,5,21,15.0
FED004,social,5,22,6.0
FED004,social,5,23,13.0
FED004,social,6,0,7.0
FED004,social,6,2,5.0
FED004,social,6,5,10.0
FED004,social,6,7,6.0
FED004,social,6,8,9.0
FED004,social,6,10,7.0
FED004,social,6,11,10.0
FED004,social,6,12,13.0
FED004,social,6,13,20.0
FED004,social,6,14,7.0
FED004,social,6,15,16.0
FED004,social,6,16,6.0
FED004,social,6,17,6.0
FED004,social,6,18,7.0
FED004,social,6,19,8.0
FED004,social,6,20,14.0
FED004,social,6,21,14.0
FED004,social,6,22,11.0
FED004,social,6,23,3.0
FED004,social,7,3,6.0
FED004,social,7,5,12.0
FED004,social,7,7,9.0
FED004,social,7,8,4.0
FED004,social,7,9,5.0
FED004,social,7,10,5.0
FED004,social,7,11,8.0
FED004,social,7,12,9.0
FED004,social,7,13,15.0
FED004,social,7,14,14.0
FED004,social,7,15,11.0
FED004,social,7,16,2.0
FED004,social,7,17,8.0
FED004,social,7,18,10.0
FED004,social,7,19,12.0
FED004,social,7,20,9.0
FED004,social,7,21,10.0
FED004,social,7,22,10.0
FED005,social,0,0,4.0
FED005,social,0,1,8.0
FED005,social,0,2,5.0
FED005,social,0,3,4.0
FED005,social,0,4,6.0
FED005,social,0,5,3.0
FED005,social,0,6,6.0
FED005,social,0,7,12.0
FED005,social,0,8,4.0
FED005,social,0,9,1.0
FED005,social,0,10,7.0
FED005,social,0,11,4.0
FED005,social,0,12,16.0
FED005,social,0,13,11.0
FED005,social,0,14,12.0
FED005,social,0,15,12.0
FED005,social,0,16,16.0
FED005,social,0,17,14.0
FED005,social,0,18,11.0
FED005,social,0,19,5.0
FED005,social,0,20,5.0
FED005,social,0,21,10.0
FED005,social,0,22,6.0
FED005,social,0,23,7.0
FED005,social,1,1,5.0
FED005,social,1,2,4.0
FED005,social,1,3,4.0
FED005,social,1,4,7.0
FED005,social,1,5,5.0
FED005,social,1,6,6.0
FED005,social,1,7,3.0
FED005,social,1,8,5.0
FED005,social,1,9,12.0
FED005,social,1,10,3.0
FED005,social,1,11,11.0
FED005,social,1,12,9.0
FED005,social,1,13,17.0
FED005,social,1,14,13.0
FED005,social,1,15,15.0
FED005,social,1,16,12.0
FED005,social,1,17,7.0
FED005,social,1,18,7.0
FED005,social,1,19,17.0
FED005,social,1,20,3.0
FED005,social,1,21,2.0
FED005,social,1,22,11.0
FED005,social,1,23,7.0
FED005,social,2,1,5.0
FED005,social,2,2,2.0
FED005,social,2,3,4.0
FED005,social,2,4,1.0
FED005,social,2,5,5.0
FED005,social,2,6,7.0
FED005,social,2,7,3.0
FED005,social,2,8,8.0
FED005,social,2,9,6.0
FED005,social,2,10,1.0
FED005,social,2,11,9.0
FED005,social,2,12,8.0
FED005,social,2,13,12.0
FED005,social,2,14,12.0
FED005,social,2,15,18.0
FED005,social,2,16,15.0
FED005,social,2,17,16.0
FED005,social,2,18,9.0
FED005,social,2,20,13.0
FED005,social,2,21,2.0
FED005,social,2,22,7.0
FED005,social,2,23,11.0
FED005,social,3,1,3.0
FED005,social,3,3,3.0
FED005,social,3,4,6.0
FED005,social,3,5,1.0
FED005,social,3,6,9.0
FED005,social,3,8,5.0
FED005,social,3,9,3.0
FED005,social,3,10,8.0
FED005,social,3,11,2.0
FED005,social,3,12,14.0
FED005,social,3,13,12.0
FED005,social,3,14,23.0
FED005,social,3,15,8.0
FED005,social,3,16,16.0
FED005,social,3,17,13.0
FED005,social,3,18,4.0
FED005,social,3,20,12.0
FED005,social,3,21,8.0
FED005,social,3,22,3.0
FED005,social,3,23,1.0
FED005,social,5,8,16.0
FED005,social,5,9,8.0
FED005,social,5,10,13.0
FED005,social,5,11,13.0
FED005,social,5,12,18.0
FED005,social,5,13,17.0
FED005,social,5,14,13.0
FED005,social,5,15,18.0
FED005,social,5,16,6.0
FED005,social,5,17,23.0
FED005,social,5,18,6.0
FED005,social,5,19,3.0
FED005,social,5,20,3.0
FED005,social,5,21,13.0
FED005,social,5,22,3.0
FED005,social,5,23,13.0
FED005,social,6,0,4.0
FED005,social,6,2,7.0
FED005,social,6,3,1.0
FED005,social,6,4,5.0
FED005,social,6,5,2.0
FED005,social,6,6,6.0
FED005,social,6,7,4.0
FED005,social,6,8,3.0
FED005,social,6,9,8.0
FED005,social,6,10,8.0
FED005,social,6,11,6.0
FED005,social,6,12,17.0
FED005,social,6,13,19.0
FED005,social,6,14,7.0
FED005,social,6,15,25.0
FED005,social,6,16,17.0
FED005,social,6,17,7.0
FED005,social,6,18,3.0
FED005,social,6,19,6.0
FED005,social,6,20,16.0
FED005,social,6,21,6.0
FED005,social,6,22,3.0
FED005,social,6,23,4.0
FED005,social,7,0,7.0
FED005,social,7,3,2.0
FED005,social,7,4,3.0
FED005,social,7,6,6.0
FED005,social,7,7,3.0
FED005,social,7,8,3.0
FED005,social,7,9,3.0
FED005,social,7,10,4.0
FED005,social,7,11,12.0
FED005,social,7,12,11.0
FED005,social,7,13,9.0
FED005,social,7,14,22.0
FED005,social,7,15,15.0
FED005,social,7,16,11.0
FED005,social,7,17,8.0
FED005,social,7,18,3.0
FED005,social,7,19,7.0
FED005,social,7,20,9.0
FED005,social,7,21,1.0
FED005,social,7,22,12.0
FED007,social,0,1,8.0
FED007,social,0,3,2.0
FED007,social,0,5,2.0
FED007,social,0,6,9.0
FED007,social,0,7,10.0
FED007,social,0,9,4.0
FED007,social,0,10,6.0
FED007,social,0,11,7.0
FED007,social,0,12,11.0
FED007,social,0,13,11.0
FED007,social,0,14,17.0
FED007,social,0,15,15.0
FED007,social,0,16,7.0
FED007,social,0,18,21.0
FED007,social,0,19,8.0
FED007,social,0,20,18.0
FED007,social,0,21,7.0
FED007,social,0,23,1.0
FED007,social,1,1,4.0
FED007,social,1,2,7.0
FED007,social,1,4,6.0
FED007,social,1,5,4.0
FED007,social,1,6,9.0
FED007,social,1,7,6.0
FED007,social,1,8,9.0
FED007,social,1,9,6.0
FED007,social,1,10,2.0
FED007,social,1,11,6.0
FED007,social,1,12,9.0
FED007,social,1,13,10.0
FED007,social,1,14,16.0
FED007,social,1,15,9.0
FED007,social,1,16,4.0
FED007,social,1,17,10.0
FED007,social,1,18,17.0
FED007,social,1,19,7.0
FED007,social,1,20,17.0
FED007,social,1,22,5.0
FED007,social,1,23,1.0
FED007,social,2,1,8.0
FED007,social,2,3,7.0
FED007,social,2,4,3.0
FED007,social,2,5,5.0
FED007,social,2,6,9.0
FED007,social,2,8,10.0
FED007,social,2,9,5.0
FED007,social,2,10,8.0
FED007,social,2,11,11.0
FED007,social,2,12,3.0
FED007,social,2,13,15.0
FED007,social,2,14,10.0
FED007,social,2,15,11.0
FED007,social,2,16,6.0
FED007,social,2,17,12.0
FED007,social,2,18,9.0
FED007,social,2,20,13.0
FED007,social,2,21,12.0
FED007,social,2,22,2.0
FED007,social,3,0,1.0
FED007,social,3,1,4.0
FED007,social,3,2,5.0
FED007,social,3,3,4.0
FED007,social,3,4,5.0
FED007,social,3,6,9.0
FED007,social,3,8,6.0
FED007,social,3,9,5.0
FED007,social,3,11,6.0
FED007,social,3,12,16.0
FED007,social,3,13,8.0
FED007,social,3,14,15.0
FED007,social,3,15,3.0
FED007,social,3,16,16.0
FED007,social,3,17,7.0
FED007,social,3,18,6.0
FED007,social,3,19,6.0
FED007,social,3,20,13.0
FED007,social,3,21,7.0
FED007,social,4,0,7.0
FED007,social,4,3,10.0
FED007,social,4,4,4.0
FED007,social,4,6,4.0
FED007,social,4,8,14.0
FED007,social,4,10,11.0
FED007,social,4,11,8.0
FED007,social,4,12,9.0
FED007,social,4,13,14.0
FED007,social,4,14,8.0
FED007,social,4,15,1.0
FED007,social,4,16,14.0
FED007,social,4,17,16.0
FED007,social,4,19,12.0
FED007,social,4,20,5.0
FED007,social,4,22,2.0
FED007,social,4,23,3.0
FED007,social,5,1,9.0
FED007,social,5,3,3.0
FED007,social,5,4,3.0
FED007,social,5,6,6.0
FED007,social,5,7,4.0
FED007,social,5,8,14.0
FED007,social,5,10,10.0
FED007,social,5,11,10.0
FED007,social,5,12,10.0
FED007,social,5,13,5.0
FED007,social,5,14,8.0
FED007,social,5,15,7.0
FED007,social,5,16,6.0
FED007,social,5,17,8.0
FED007,social,5,18,6.0
FED007,social,5,19,5.0
FED007,social,5,20,6.0
FED007,social,5,21,7.0
FED007,social,5,22,5.0
FED007,social,5,23,7.0
FED007,social,6,0,5.0
FED007,social,6,1,6.0
FED007,social,6,2,5.0
FED007,social,6,3,6.0
FED007,social,6,5,7.0
FED007,social,6,7,16.0
FED007,social,6,8,1.0
FED007,social,6,9,12.0
FED007,social,6,10,5.0
FED007,social,6,11,18.0
FED007,social,6,12,5.0
FED007,social,6,13,15.0
FED007,social,6,14,5.0
FED007,social,6,15,14.0
FED007,social,6,16,1.0
FED007,social,6,17,12.0
FED007,social,6,18,11.0
FED007,social,6,19,11.0
FED007,social,6,20,16.0
FED007,social,6,21,2.0
FED007,social,6,23,1.0
FED007,social,7,1,6.0
FED007,social,7,2,5.0
FED007,social,7,3,1.0
FED007,social,7,4,5.0
FED007,social,7,5,6.0
FED007,social,7,6,10.0
FED007,social,7,7,6.0
FED007,social,7,9,14.0
FED007,social,7,10,6.0
FED007,social,7,11,11.0
FED007,social,7,12,9.0
FED007,social,7,13,15.0
FED007,social,7,14,8.0
FED007,social,7,15,7.0
FED007,social,7,16,13.0
FED007,social,7,17,7.0
FED007,social,7,18,8.0
FED007,social,7,19,10.0
FED007,social,7,20,17.0
FED007,social,7,21,4.0
FED007,social,7,22,3.0
FED008,social,0,0,2.0
FED008,social,0,1,6.0
FED008,social,0,2,9.0
FED008,social,0,4,6.0
FED008,social,0,6,8.0
FED008,social,0,7,7.0
FED008,social,0,9,7.0
FED008,social,0,11,6.0
FED008,social,0,12,9.0
FED008,social,0,14,14.0
FED008,social,0,15,14.0
FED008,social,0,16,1.0
FED008,social,0,17,7.0
FED008,social,0,18,9.0
FED008,social,0,19,6.0
FED008,social,0,20,4.0
FED008,social,0,22,5.0
FED008,social,1,5,7.0
FED008,social,1,7,7.0
FED008,social,1,8,1.0
FED008,social,1,9,12.0
FED008,social,1,10,8.0
FED008,social,1,13,8.0
FED008,social,1,14,10.0
FED008,social,1,15,13.0
FED008,social,1,16,7.0
FED008,social,1,17,3.0
FED008,social,1,18,12.0
FED008,social,1,19,11.0
FED008,social,1,20,1.0
FED008,social,1,21,21.0
FED008,social,1,22,10.0
FED008,social,2,3,6.0
FED008,social,2,4,6.0
FED008,social,2,5,8.0
FED008,social,2,6,6.0
FED008,social,2,7,8.0
FED008,social,2,8,2.0
FED008,social,2,10,10.0
FED008,social,2,11,5.0
FED008,social,2,12,4.0
FED008,social,2,13,15.0
FED008,social,2,14,7.0
FED008,social,2,15,12.0
FED008,social,2,16,11.0
FED008,social,2,17,8.0
FED008,social,2,18,4.0
FED008,social,2,19,6.0
FED008,social,2,20,13.0
FED008,social,2,21,7.0
FED008,social,3,1,2.0
FED008,social,3,2,5.0
FED008,social,3,6,5.0
FED008,social,3,10,7.0
FED008,social,3,11,9.0
FED008,social,3,13,11.0
FED008,social,3,14,17.0
FED008,social,3,16,14.0
FED008,social,3,18,15.0
FED008,social,3,19,8.0
FED008,social,3,20,4.0
FED008,social,3,21,14.0
FED008,social,4,3,8.0
FED008,social,4,6,10.0
FED008,social,4,9,1.0
FED008,social,4,10,8.0
FED008,social,4,11,5.0
FED008,social,4,12,9.0
FED008,social,4,13,8.0
FED008,social,4,14,10.0
FED008,social,4,16,9.0
FED008,social,4,17,8.0
FED008,social,4,20,28.0
FED008,social,4,21,5.0
FED008,social,4,22,8.0
FED008,social,5,3,8.0
FED008,social,5,8,5.0
FED008,social,5,10,5.0
FED008,social,5,11,8.0
FED008,social,5,12,7.0
FED008,social,5,13,8.0
FED008,social,5,14,8.0
FED008,social,5,15,10.0
FED008,social,5,16,6.0
FED008,social,5,17,10.0
FED008,social,5,18,10.0
FED008,social,5,19,12.0
FED008,social,5,20,8.0
FED008,social,5,23,3.0
FED008,social,6,2,5.0
FED008,social,6,6,10.0
FED008,social,6,7,6.0
FED008,social,6,9,6.0
FED008,social,6,10,10.0
FED008,social,6,11,6.0
FED008,social,6,12,13.0
FED008,social,6,13,10.0
FED008,social,6,14,1.0
FED008,social,6,15,17.0
FED008,social,6,16,11.0
FED008,social,6,17,10.0
FED008,social,6,18,13.0
FED008,social,6,19,10.0
FED008,social,6,20,1.0
FED008,social,6,21,11.0
FED008,social,6,22,6.0
FED008,social,7,2,9.0
FED008,social,7,5,9.0
FED008,social,7,7,6.0
FED008,social,7,8,6.0
FED008,social,7,9,10.0
FED008,social,7,11,13.0
FED008,social,7,12,18.0
FED008,social,7,13,13.0
FED008,social,7,14,9.0
FED008,social,7,15,12.0
FED008,social,7,17,24.0
FED008,social,7,18,4.0
FED008,social,7,19,13.0
FED008,social,7,20,13.0
FED008,social,7,21,13.0
FED008,social,7,23,1.0
FED010,social,0,0,11.0
FED010,social,0,5,8.0
FED010,social,0,6,8.0
FED010,social,0,7,8.0
FED010,social,0,8,7.0
FED010,social,0,9,4.0
FED010,social,0,10,16.0
FED010,social,0,11,11.0
FED010,social,0,12,11.0
FED010,social,0,13,16.0
FED010,social,0,14,9.0
FED010,social,0,15,12.0
FED010,social,0,16,16.0
FED010,social,0,17,14.0
FED010,social,0,18,22.0
FED010,social,0,19,10.0
FED010,social,0,20,6.0
FED010,social,0,21,8.0
FED010,social,0,22,9.0
FED010,social,0,23,7.0
FED010,social,1,0,11.0
FED010,social,1,1,7.0
FED010,social,1,3,5.0
FED010,social,1,4,5.0
FED010,social,1,5,7.0
FED010,social,1,8,1.0
FED010,social,1,10,13.0
FED010,social,1,11,9.0
FED010,social,1,12,8.0
FED010,social,1,13,13.0
FED010,social,1,14,9.0
FED010,social,1,15,10.0
FED010,social,1,16,14.0
FED010,social,1,17,14.0
FED010,social,1,18,20.0
FED010,social,1,19,6.0
FED010,social,1,20,10.0
FED010,social,1,21,15.0
FED010,social,1,22,1.0
FED010,social,1,23,18.0
FED010,social,2,1,5.0
FED010,social,2,2,9.0
FED010,social,2,5,9.0
FED010,social,2,6,8.0
FED010,social,2,7,5.0
FED010,social,2,8,8.0
FED010,social,2,9,10.0
FED010,social,2,10,13.0
FED010,social,2,11,12.0
FED010,social,2,12,21.0
FED010,social,2,13,11.0
FED010,social,2,14,15.0
FED010,social,2,15,8.0
FED010,social,2,16,15.0
FED010,social,2,17,8.0
FED010,social,2,18,17.0
FED010,social,2,19,7.0
FED010,social,2,20,15.0
FED010,social,2,21,7.0
FED010,social,2,22,12.0
FED010,social,3,0,7.0
FED010,social,3,1,7.0
FED010,social,3,3,10.0
FED010,social,3,4,6.0
FED010,social,3,6,6.0
FED010,social,3,7,9.0
FED010,social,3,9,10.0
FED010,social,3,10,6.0
FED010,social,3,11,14.0
FED010,social,3,12,12.0
FED010,social,3,13,10.0
FED010,social,3,14,22.0
FED010,social,3,15,7.0
FED010,social,3,17,24.0
FED010,social,3,19,9.0
FED010,social,3,20,13.0
FED010,social,3,21,13.0
FED010,social,3,22,6.0
FED010,social,3,23,10.0
FED010,social,4,0,7.0
FED010,social,4,2,8.0
FED010,social,4,3,8.0
FED010,social,4,5,7.0
FED010,social,4,6,5.0
FED010,social,4,7,7.0
FED010,social,4,9,9.0
FED010,social,4,10,16.0
FED010,social,4,11,11.0
FED010,social,4,12,10.0
FED010,social,4,13,23.0
FED010,social,4,14,15.0
FED010,social,4,16,16.0
FED010,social,4,17,11.0
FED010,social,4,18,11.0
FED010,social,4,19,10.0
FED010,social,4,21,12.0
FED010,social,4,22,19.0
FED010,social,7,10,9.0
FED010,social,7,11,12.0
FED010,social,7,12,20.0
FED010,social,7,13,20.0
FED010,social,7,14,22.0
FED010,social,7,15,24.0
FED010,social,7,16,10.0
FED010,social,7,17,11.0
FED010,social,7,18,16.0
FED010,social,7,19,10.0
FED010,social,7,20,6.0
FED010,social,7,21,9.0
FED010,social,7,22,15.0
FED011,social,0,2,10.0
FED011,social,0,4,8.0
FED011,social,0,6,8.0
FED011,social,0,8,7.0
FED011,social,0,9,7.0
FED011,social,0,10,22.0
FED011,social,0,11,13.0
FED011,social,0,12,15.0
FED011,social,0,14,17.0
FED011,social,0,15,7.0
FED011,social,0,16,10.0
FED011,social,0,17,12.0
FED011,social,0,18,17.0
FED011,social,0,19,13.0
FED011,social,0,20,15.0
FED011,social,0,21,7.0
FED011,social,0,22,10.0
FED011,social,0,23,18.0
FED011,social,1,2,15.0
FED011,social,1,5,13.0
FED011,social,1,6,1.0
FED011,social,1,7,7.0
FED011,social,1,8,6.0
FED011,social,1,9,12.0
FED011,social,1,10,13.0
FED011,social,1,11,9.0
FED011,social,1,12,9.0
FED011,social,1,13,20.0
FED011,social,1,14,11.0
FED011,social,1,15,10.0
FED011,social,1,16,11.0
FED011,social,1,17,20.0
FED011,social,1,18,7.0
FED011,social,1,19,12.0
FED011,social,1,21,13.0
FED011,social,1,22,11.0
FED011,social,1,23,13.0
FED011,social,2,1,12.0
FED011,social,2,3,10.0
FED011,social,2,6,11.0
FED011,social,2,7,11.0
FED011,social,2,9,8.0
FED011,social,2,10,19.0
FED011,social,2,11,7.0
FED011,social,2,12,21.0
FED011,social,2,13,31.0
FED011,social,2,14,27.0
FED011,social,2,17,14.0
FED011,social,2,18,18.0
FED011,social,2,19,16.0
FED011,social,2,20,18.0
FED011,social,2,21,17.0
FED011,social,2,22,11.0
FED011,social,2,23,4.0
FED011,social,3,1,10.0
FED011,social,3,2,15.0
FED011,social,3,4,7.0
FED011,social,3,6,11.0
FED011,social,3,7,11.0
FED011,social,3,8,10.0
FED011,social,3,9,14.0
FED011,social,3,10,16.0
FED011,social,3,11,6.0
FED011,social,3,12,15.0
FED011,social,3,13,22.0
FED011,social,3,15,15.0
FED011,social,3,17,6.0
FED011,social,3,18,24.0
FED011,social,3,19,15.0
FED011,social,3,20,8.0
FED011,social,3,21,5.0
FED011,social,3,22,20.0
FED011,social,4,0,12.0
FED011,social,4,2,14.0
FED011,social,4,4,7.0
FED011,social,4,5,4.0
FED011,social,4,7,15.0
FED011,social,4,8,2.0
FED011,social,4,9,16.0
FED011,social,4,10,20.0
FED011,social,4,11,21.0
FED011,social,4,12,10.0
FED011,social,4,13,28.0
FED011,social,4,14,8.0
FED011,social,4,15,22.0
FED011,social,4,16,34.0
FED011,social,4,17,5.0
FED011,social,4,18,6.0
FED011,social,4,19,7.0
FED011,social,4,20,18.0
FED011,social,4,22,14.0
FED011,social,4,23,22.0
FED011,social,5,0,5.0
FED011,social,5,1,14.0
FED011,social,5,2,6.0
FED011,social,5,3,14.0
FED011,social,5,5,14.0
FED011,social,5,7,14.0
FED011,social,5,8,7.0
FED011,social,5,9,10.0
FED011,social,5,10,10.0
FED011,social,5,11,10.0
FED011,social,5,12,13.0
FED011,social,5,13,24.0
FED011,social,5,14,13.0
FED011,social,5,16,25.0
FED011,social,5,17,22.0
FED011,social,5,18,3.0
FED011,social,5,19,11.0
FED011,social,5,20,17.0
FED011,social,5,21,22.0
