Time,553,549,561,EB0,E95,EA2,E94,E8D,hour,date,day,zthour
2025-01-16 17:00:00,6.59,0.224,0.506,7.49,1.8,1.9,4.68,9.54,17,2025-01-16,12,1
2025-01-16 18:00:00,1.85,9.47,22.2,25.3,17.9,9.48,18.9,11.2,18,2025-01-16,12,2
2025-01-16 19:00:00,16.3,5.41,9.79,16.0,26.3,17.4,24.4,36.4,19,2025-01-16,12,3
2025-01-16 20:00:00,3.55,1.16,15.6,50.9,20.5,21.4,36.1,38.6,20,2025-01-16,12,4
2025-01-16 21:00:00,22.3,13.5,2.17,53.0,29.0,33.3,22.8,1.87,21,2025-01-16,12,5
2025-01-16 22:00:00,25.1,30.0,24.4,47.2,40.7,21.1,37.1,34.6,22,2025-01-16,12,6
2025-01-16 23:00:00,17.5,41.5,25.0,59.9,17.5,24.9,41.2,45.5,23,2025-01-16,12,7
2025-01-17 00:00:00,26.2,3.35,20.8,58.6,36.6,1.99,47.4,11.3,0,2025-01-17,12,8
2025-01-17 01:00:00,15.4,8.06,5.22,54.6,10.5,2.01,35.2,1.31,1,2025-01-17,12,9
2025-01-17 02:00:00,18.2,12.5,7.41,34.2,32.5,4.29,45.3,19.5,2,2025-01-17,12,10
2025-01-17 03:00:00,22.2,12.7,17.0,2.93,21.7,3.94,30.1,33.0,3,2025-01-17,12,11
2025-01-17 04:00:00,28.9,8.1,16.9,1.8,17.6,33.5,33.4,40.1,4,2025-01-17,12,12
2025-01-17 05:00:00,21.0,29.8,31.5,58.1,31.5,51.9,42.9,57.4,5,2025-01-17,12,13
2025-01-17 06:00:00,14.9,25.0,0.308,50.9,11.6,31.2,0.0244,30.7,6,2025-01-17,12,14
2025-01-17 07:00:00,0.0982,2.5,0.0244,14.9,2.39,1.76,6.2,0.905,7,2025-01-17,12,15
